id,name,rate
19027,"Carroll County, Iowa",86
19029,"Cass County, Iowa",35
19031,"Cedar County, Iowa",49
19033,"Cerro Gordo County, Iowa",420
19035,"Cherokee County, Iowa",62
19037,"Chickasaw County, Iowa",129
19039,"Clarke County, Iowa",356
19041,"Clay County, Iowa",176
19043,"Clayton County, Iowa",167
19045,"Clinton County, Iowa",614
19047,"Crawford County, Iowa",1666
19049,"Dallas County, Iowa",3256
19051,"Davis County, Iowa",5
19053,"Decatur County, Iowa",119
19055,"Delaware County, Iowa",126
19057,"Des Moines County, Iowa",358
19059,"Dickinson County, Iowa",90
19061,"Dubuque County, Iowa",1257
19063,"Emmet County, Iowa",305
19065,"Fayette County, Iowa",161
19067,"Floyd County, Iowa",122
19069,"Franklin County, Iowa",261
19071,"Fremont County, Iowa",27
19073,"Greene County, Iowa",51
19075,"Grundy County, Iowa",19
19077,"Guthrie County, Iowa",89
19079,"Hamilton County, Iowa",357
19081,"Hancock County, Iowa",118
19083,"Hardin County, Iowa",316
19085,"Harrison County, Iowa",63
19087,"Henry County, Iowa",272
19089,"Howard County, Iowa",5
19091,"Humboldt County, Iowa",181
19093,"Ida County, Iowa",30
19095,"Iowa County, Iowa",109
19097,"Jackson County, Iowa",67
19099,"Jasper County, Iowa",163
19101,"Jefferson County, Iowa",1986
19103,"Johnson County, Iowa",9693
19105,"Jones County, Iowa",128
19107,"Keokuk County, Iowa",53
19109,"Kossuth County, Iowa",110
19111,"Lee County, Iowa",307
19113,"Linn County, Iowa",4045
19115,"Louisa County, Iowa",749
19117,"Lucas County, Iowa",226
19119,"Lyon County, Iowa",99
19121,"Madison County, Iowa",165
19123,"Mahaska County, Iowa",262
19125,"Marion County, Iowa",273
19127,"Marshall County, Iowa",4041
19129,"Mills County, Iowa",30
19131,"Mitchell County, Iowa",29
19133,"Monona County, Iowa",77
19135,"Monroe County, Iowa",108
19137,"Montgomery County, Iowa",150
19139,"Muscatine County, Iowa",1637
19141,"O'Brien County, Iowa",235
19143,"Osceola County, Iowa",203
19145,"Page County, Iowa",215
19147,"Palo Alto County, Iowa",199
19149,"Plymouth County, Iowa",341
19151,"Pocahontas County, Iowa",124
19153,"Polk County, Iowa",23340
19155,"Pottawattamie County, Iowa",1892
19157,"Poweshiek County, Iowa",357
19159,"Ringgold County, Iowa",11
19161,"Sac County, Iowa",41
19163,"Scott County, Iowa",3199
19165,"Shelby County, Iowa",151
19167,"Sioux County, Iowa",1595
19169,"Story County, Iowa",6401
19171,"Tama County, Iowa",349
19173,"Taylor County, Iowa",167
19175,"Union County, Iowa",102
19177,"Van Buren County, Iowa",14
19179,"Wapello County, Iowa",2113
19181,"Warren County, Iowa",215
19183,"Washington County, Iowa",284
19185,"Wayne County, Iowa",5
19187,"Webster County, Iowa",673
19189,"Winnebago County, Iowa",144
19191,"Winneshiek County, Iowa",314
19193,"Woodbury County, Iowa",6050
19195,"Worth County, Iowa",13
19197,"Wright County, Iowa",512
20001,"Allen County, Kansas",15
20003,"Anderson County, Kansas",13
20005,"Atchison County, Kansas",69
20007,"Barber County, Kansas",33
20009,"Barton County, Kansas",1090
20011,"Bourbon County, Kansas",83
20013,"Brown County, Kansas",43
20015,"Butler County, Kansas",739
20017,"Chase County, Kansas",35
20019,"Chautauqua County, Kansas",0
20021,"Cherokee County, Kansas",149
20023,"Cheyenne County, Kansas",60
20025,"Clark County, Kansas",76
20027,"Clay County, Kansas",66
20029,"Cloud County, Kansas",101
20031,"Coffey County, Kansas",62
20033,"Comanche County, Kansas",45
20035,"Cowley County, Kansas",764
20037,"Crawford County, Kansas",1047
20039,"Decatur County, Kansas",12
20041,"Dickinson County, Kansas",98
20043,"Doniphan County, Kansas",39
20045,"Douglas County, Kansas",5653
20047,"Edwards County, Kansas",265
20049,"Elk County, Kansas",6
20051,"Ellis County, Kansas",571
20053,"Ellsworth County, Kansas",86
20055,"Finney County, Kansas",5345
20057,"Ford County, Kansas",7385
20059,"Franklin County, Kansas",247
20061,"Geary County, Kansas",1165
20063,"Gove County, Kansas",28
20065,"Graham County, Kansas",49
20067,"Grant County, Kansas",1295
20069,"Gray County, Kansas",383
20071,"Greeley County, Kansas",62
20073,"Greenwood County, Kansas",22
20075,"Hamilton County, Kansas",404
20077,"Harper County, Kansas",78
20079,"Harvey County, Kansas",1176
20081,"Haskell County, Kansas",581
20083,"Hodgeman County, Kansas",80
20085,"Jackson County, Kansas",65
20087,"Jefferson County, Kansas",58
20089,"Jewell County, Kansas",17
20091,"Johnson County, Kansas",26545
20093,"Kearny County, Kansas",322
20095,"Kingman County, Kansas",75
20097,"Kiowa County, Kansas",83
20099,"Labette County, Kansas",176
20101,"Lane County, Kansas",16
20103,"Leavenworth County, Kansas",1383
20105,"Lincoln County, Kansas",33
20107,"Linn County, Kansas",16
20109,"Logan County, Kansas",26
20111,"Lyon County, Kansas",2472
20113,"McPherson County, Kansas",309
20115,"Marion County, Kansas",93
20117,"Marshall County, Kansas",20
20119,"Meade County, Kansas",287
20121,"Miami County, Kansas",139
20123,"Mitchell County, Kansas",67
20125,"Montgomery County, Kansas",780
20127,"Morris County, Kansas",53
20129,"Morton County, Kansas",272
20131,"Nemaha County, Kansas",44
20133,"Neosho County, Kansas",181
20135,"Ness County, Kansas",120
20137,"Norton County, Kansas",126
20139,"Osage County, Kansas",76
20141,"Osborne County, Kansas",36
20143,"Ottawa County, Kansas",13
20145,"Pawnee County, Kansas",103
20147,"Phillips County, Kansas",40
20149,"Pottawatomie County, Kansas",355
20151,"Pratt County, Kansas",277
20153,"Rawlins County, Kansas",81
20155,"Reno County, Kansas",1312
20157,"Republic County, Kansas",31
20159,"Rice County, Kansas",271
20161,"Riley County, Kansas",3929
20163,"Rooks County, Kansas",18
20165,"Rush County, Kansas",9
20167,"Russell County, Kansas",65
20169,"Saline County, Kansas",1783
20171,"Scott County, Kansas",246
20173,"Sedgwick County, Kansas",24333
20175,"Seward County, Kansas",5186
20177,"Shawnee County, Kansas",5225
20179,"Sheridan County, Kansas",42
20181,"Sherman County, Kansas",46
20183,"Smith County, Kansas",3
20185,"Stafford County, Kansas",179
20187,"Stanton County, Kansas",202
20189,"Stevens County, Kansas",876
20191,"Sumner County, Kansas",88
20193,"Thomas County, Kansas",81
20195,"Trego County, Kansas",13
20197,"Wabaunsee County, Kansas",26
20199,"Wallace County, Kansas",20
20201,"Washington County, Kansas",119
20203,"Wichita County, Kansas",305
20205,"Wilson County, Kansas",70
20207,"Woodson County, Kansas",21
20209,"Wyandotte County, Kansas",19660
21001,"Adair County, Kentucky",179
21003,"Allen County, Kentucky",171
21005,"Anderson County, Kentucky",136
21007,"Ballard County, Kentucky",21
21009,"Barren County, Kentucky",618
21011,"Bath County, Kentucky",87
21013,"Bell County, Kentucky",86
21015,"Boone County, Kentucky",3942
21017,"Bourbon County, Kentucky",840
21019,"Boyd County, Kentucky",165
21021,"Boyle County, Kentucky",395
21023,"Bracken County, Kentucky",65
21025,"Breathitt County, Kentucky",31
21027,"Breckinridge County, Kentucky",28
21029,"Bullitt County, Kentucky",238
21031,"Butler County, Kentucky",136
21033,"Caldwell County, Kentucky",0
21035,"Calloway County, Kentucky",1705
21037,"Campbell County, Kentucky",1402
21039,"Carlisle County, Kentucky",23
21041,"Carroll County, Kentucky",401
21043,"Carter County, Kentucky",158
21045,"Casey County, Kentucky",179
21047,"Christian County, Kentucky",1304
21049,"Clark County, Kentucky",340
21051,"Clay County, Kentucky",153
21053,"Clinton County, Kentucky",102
21055,"Crittenden County, Kentucky",37
21057,"Cumberland County, Kentucky",38
21059,"Daviess County, Kentucky",1431
21061,"Edmonson County, Kentucky",45
21063,"Elliott County, Kentucky",16
21065,"Estill County, Kentucky",0
21067,"Fayette County, Kentucky",19653
21069,"Fleming County, Kentucky",5
21071,"Floyd County, Kentucky",152
21073,"Franklin County, Kentucky",1018
21075,"Fulton County, Kentucky",35
21077,"Gallatin County, Kentucky",199
21079,"Garrard County, Kentucky",194
21081,"Grant County, Kentucky",230
21083,"Graves County, Kentucky",841
21085,"Grayson County, Kentucky",147
21087,"Green County, Kentucky",48
21089,"Greenup County, Kentucky",112
21091,"Hancock County, Kentucky",39
21093,"Hardin County, Kentucky",2024
21095,"Harlan County, Kentucky",43
21097,"Harrison County, Kentucky",195
21099,"Hart County, Kentucky",134
21101,"Henderson County, Kentucky",349
21103,"Henry County, Kentucky",145
21105,"Hickman County, Kentucky",3
21107,"Hopkins County, Kentucky",232
21109,"Jackson County, Kentucky",0
21111,"Jefferson County, Kentucky",30957
21113,"Jessamine County, Kentucky",1216
21115,"Johnson County, Kentucky",76
21117,"Kenton County, Kentucky",2468
21119,"Knott County, Kentucky",46
21121,"Knox County, Kentucky",39
21123,"Larue County, Kentucky",164
21125,"Laurel County, Kentucky",490
21127,"Lawrence County, Kentucky",122
21129,"Lee County, Kentucky",34
21131,"Leslie County, Kentucky",9
21133,"Letcher County, Kentucky",94
21135,"Lewis County, Kentucky",11
21137,"Lincoln County, Kentucky",12
21139,"Livingston County, Kentucky",24
21141,"Logan County, Kentucky",98
21143,"Lyon County, Kentucky",70
21145,"McCracken County, Kentucky",832
21147,"McCreary County, Kentucky",106
21149,"McLean County, Kentucky",43
21151,"Madison County, Kentucky",1147
21153,"Magoffin County, Kentucky",20
21155,"Marion County, Kentucky",235
21157,"Marshall County, Kentucky",153
21159,"Martin County, Kentucky",38
21161,"Mason County, Kentucky",37
21163,"Meade County, Kentucky",236
21165,"Menifee County, Kentucky",109
21167,"Mercer County, Kentucky",281
21169,"Metcalfe County, Kentucky",11
21171,"Monroe County, Kentucky",192
21173,"Montgomery County, Kentucky",244
21175,"Morgan County, Kentucky",42
21177,"Muhlenberg County, Kentucky",42
21179,"Nelson County, Kentucky",351
21181,"Nicholas County, Kentucky",10
21183,"Ohio County, Kentucky",169
21185,"Oldham County, Kentucky",929
21187,"Owen County, Kentucky",0
21189,"Owsley County, Kentucky",12
21191,"Pendleton County, Kentucky",23
21193,"Perry County, Kentucky",63
21195,"Pike County, Kentucky",249
21197,"Powell County, Kentucky",72
21199,"Pulaski County, Kentucky",465
21201,"Robertson County, Kentucky",0
21203,"Rockcastle County, Kentucky",18
21205,"Rowan County, Kentucky",221
21207,"Russell County, Kentucky",226
21209,"Scott County, Kentucky",1134
21211,"Shelby County, Kentucky",2535
21213,"Simpson County, Kentucky",113
21215,"Spencer County, Kentucky",33
21217,"Taylor County, Kentucky",291
21219,"Todd County, Kentucky",147
21221,"Trigg County, Kentucky",38
21223,"Trimble County, Kentucky",32
21225,"Union County, Kentucky",89
21227,"Warren County, Kentucky",7471
21229,"Washington County, Kentucky",226
21231,"Wayne County, Kentucky",159
21233,"Webster County, Kentucky",267
21235,"Whitley County, Kentucky",159
21237,"Wolfe County, Kentucky",0
21239,"Woodford County, Kentucky",949
22001,"Acadia Parish, Louisiana",616
22003,"Allen Parish, Louisiana",643
22005,"Ascension Parish, Louisiana",2183
22007,"Assumption Parish, Louisiana",225
22009,"Avoyelles Parish, Louisiana",310
22011,"Beauregard Parish, Louisiana",503
22013,"Bienville Parish, Louisiana",12
22015,"Bossier Parish, Louisiana",3367
22017,"Caddo Parish, Louisiana",2855
22019,"Calcasieu Parish, Louisiana",2786
22021,"Caldwell Parish, Louisiana",131
22023,"Cameron Parish, Louisiana",43
22025,"Catahoula Parish, Louisiana",32
22027,"Claiborne Parish, Louisiana",77
22029,"Concordia Parish, Louisiana",37
22031,"De Soto Parish, Louisiana",155
22033,"East Baton Rouge Parish, Louisiana",14059
22035,"East Carroll Parish, Louisiana",37
22037,"East Feliciana Parish, Louisiana",22
22039,"Evangeline Parish, Louisiana",751
22041,"Franklin Parish, Louisiana",20
22043,"Grant Parish, Louisiana",621
22045,"Iberia Parish, Louisiana",1835
22047,"Iberville Parish, Louisiana",146
22049,"Jackson Parish, Louisiana",122
22051,"Jefferson Parish, Louisiana",29523
22053,"Jefferson Davis Parish, Louisiana",104
22055,"Lafayette Parish, Louisiana",6661
22057,"Lafourche Parish, Louisiana",2480
22059,"LaSalle Parish, Louisiana",357
22061,"Lincoln Parish, Louisiana",1459
22063,"Livingston Parish, Louisiana",1477
22065,"Madison Parish, Louisiana",25
22067,"Morehouse Parish, Louisiana",107
22069,"Natchitoches Parish, Louisiana",264
22071,"Orleans Parish, Louisiana",12452
22073,"Ouachita Parish, Louisiana",1512
22075,"Plaquemines Parish, Louisiana",727
22077,"Pointe Coupee Parish, Louisiana",256
22079,"Rapides Parish, Louisiana",2278
22081,"Red River Parish, Louisiana",44
22083,"Richland Parish, Louisiana",19
22085,"Sabine Parish, Louisiana",228
22087,"St. Bernard Parish, Louisiana",1050
22089,"St. Charles Parish, Louisiana",1107
22091,"St. Helena Parish, Louisiana",20
22093,"St. James Parish, Louisiana",94
22095,"St. John the Baptist Parish, Louisiana",905
22097,"St. Landry Parish, Louisiana",587
22099,"St. Martin Parish, Louisiana",628
22101,"St. Mary Parish, Louisiana",1943
22103,"St. Tammany Parish, Louisiana",4282
22105,"Tangipahoa Parish, Louisiana",1807
22107,"Tensas Parish, Louisiana",5
22109,"Terrebonne Parish, Louisiana",2289
22111,"Union Parish, Louisiana",326
22113,"Vermilion Parish, Louisiana",1040
22115,"Vernon Parish, Louisiana",891
22117,"Washington Parish, Louisiana",532
22119,"Webster Parish, Louisiana",122
22121,"West Baton Rouge Parish, Louisiana",305
22123,"West Carroll Parish, Louisiana",85
22125,"West Feliciana Parish, Louisiana",58
22127,"Winn Parish, Louisiana",6
23001,"Androscoggin County, Maine",1530
23003,"Aroostook County, Maine",1152
23005,"Cumberland County, Maine",8256
23007,"Franklin County, Maine",252
23009,"Hancock County, Maine",882
23011,"Kennebec County, Maine",1240
23013,"Knox County, Maine",581
23015,"Lincoln County, Maine",406
23017,"Oxford County, Maine",583
23019,"Penobscot County, Maine",2160
23021,"Piscataquis County, Maine",118
23023,"Sagadahoc County, Maine",252
23025,"Somerset County, Maine",377
23027,"Waldo County, Maine",543
23029,"Washington County, Maine",506
23031,"York County, Maine",2284
24001,"Allegany County, Maryland",1059
24003,"Anne Arundel County, Maryland",21860
24005,"Baltimore County, Maryland",46971
24009,"Calvert County, Maryland",815
24011,"Caroline County, Maryland",1061
24013,"Carroll County, Maryland",2090
24015,"Cecil County, Maryland",1739
24017,"Charles County, Maryland",3993
24019,"Dorchester County, Maryland",879
24021,"Frederick County, Maryland",12677
24023,"Garrett County, Maryland",94
24025,"Harford County, Maryland",4600
24027,"Howard County, Maryland",26059
24029,"Kent County, Maryland",535
24031,"Montgomery County, Maryland",160989
24033,"Prince George's County, Maryland",113620
24035,"Queen Anne's County, Maryland",658
24037,"St. Mary's County, Maryland",1670
24039,"Somerset County, Maryland",754
24041,"Talbot County, Maryland",1223
24043,"Washington County, Maryland",3794
24045,"Wicomico County, Maryland",5384
24047,"Worcester County, Maryland",1068
24510,"Baltimore city, Maryland",29610
25001,"Barnstable County, Massachusetts",5974
25003,"Berkshire County, Massachusetts",3467
25005,"Bristol County, Massachusetts",24771
25007,"Dukes County, Massachusetts",894
25009,"Essex County, Massachusetts",55193
25011,"Franklin County, Massachusetts",1711
25013,"Hampden County, Massachusetts",17947
25015,"Hampshire County, Massachusetts",6972
25017,"Middlesex County, Massachusetts",158485
25019,"Nantucket County, Massachusetts",977
25021,"Norfolk County, Massachusetts",43931
25023,"Plymouth County, Massachusetts",17255
25025,"Suffolk County, Massachusetts",116377
25027,"Worcester County, Massachusetts",44585
26001,"Alcona County, Michigan",53
26003,"Alger County, Michigan",42
26005,"Allegan County, Michigan",2122
26007,"Alpena County, Michigan",137
26009,"Antrim County, Michigan",212
26011,"Arenac County, Michigan",31
26013,"Baraga County, Michigan",61
26015,"Barry County, Michigan",460
26017,"Bay County, Michigan",495
26019,"Benzie County, Michigan",125
26021,"Berrien County, Michigan",6149
26023,"Branch County, Michigan",623
26025,"Calhoun County, Michigan",2994
26027,"Cass County, Michigan",361
26029,"Charlevoix County, Michigan",228
26031,"Cheboygan County, Michigan",80
26033,"Chippewa County, Michigan",602
26035,"Clare County, Michigan",136
26037,"Clinton County, Michigan",1195
26039,"Crawford County, Michigan",108
26041,"Delta County, Michigan",157
26043,"Dickinson County, Michigan",99
26045,"Eaton County, Michigan",1748
26047,"Emmet County, Michigan",283
26049,"Genesee County, Michigan",3571
26051,"Gladwin County, Michigan",77
26053,"Gogebic County, Michigan",77
26055,"Grand Traverse County, Michigan",1065
26057,"Gratiot County, Michigan",371
26059,"Hillsdale County, Michigan",177
26061,"Houghton County, Michigan",1260
26063,"Huron County, Michigan",276
26065,"Ingham County, Michigan",15683
26067,"Ionia County, Michigan",477
26069,"Iosco County, Michigan",238
26071,"Iron County, Michigan",72
26073,"Isabella County, Michigan",1621
26075,"Jackson County, Michigan",1349
26077,"Kalamazoo County, Michigan",6925
26079,"Kalkaska County, Michigan",172
26081,"Kent County, Michigan",29102
26083,"Keweenaw County, Michigan",11
26085,"Lake County, Michigan",72
26087,"Lapeer County, Michigan",1193
26089,"Leelanau County, Michigan",272
26091,"Lenawee County, Michigan",1007
26093,"Livingston County, Michigan",2106
26095,"Luce County, Michigan",38
26097,"Mackinac County, Michigan",130
26099,"Macomb County, Michigan",36330
26101,"Manistee County, Michigan",171
26103,"Marquette County, Michigan",486
26105,"Mason County, Michigan",240
26107,"Mecosta County, Michigan",675
26109,"Menominee County, Michigan",67
26111,"Midland County, Michigan",2215
26113,"Missaukee County, Michigan",154
26115,"Monroe County, Michigan",1405
26117,"Montcalm County, Michigan",394
26119,"Montmorency County, Michigan",34
26121,"Muskegon County, Michigan",1320
26123,"Newaygo County, Michigan",522
26125,"Oakland County, Michigan",66642
26127,"Oceana County, Michigan",1131
26129,"Ogemaw County, Michigan",136
26131,"Ontonagon County, Michigan",33
26133,"Osceola County, Michigan",118
26135,"Oscoda County, Michigan",47
26137,"Otsego County, Michigan",430
26139,"Ottawa County, Michigan",8257
26141,"Presque Isle County, Michigan",59
26143,"Roscommon County, Michigan",189
26145,"Saginaw County, Michigan",2360
26147,"St. Clair County, Michigan",2028
26149,"St. Joseph County, Michigan",1220
26151,"Sanilac County, Michigan",207
26153,"Schoolcraft County, Michigan",49
26155,"Shiawassee County, Michigan",259
26157,"Tuscola County, Michigan",278
26159,"Van Buren County, Michigan",1862
26161,"Washtenaw County, Michigan",24095
26163,"Wayne County, Michigan",65267
26165,"Wexford County, Michigan",160
27001,"Aitkin County, Minnesota",52
27003,"Anoka County, Minnesota",10540
27005,"Becker County, Minnesota",334
27007,"Beltrami County, Minnesota",490
27009,"Benton County, Minnesota",489
27011,"Big Stone County, Minnesota",10
27013,"Blue Earth County, Minnesota",1400
27015,"Brown County, Minnesota",226
27017,"Carlton County, Minnesota",120
27019,"Carver County, Minnesota",2534
27021,"Cass County, Minnesota",119
27023,"Chippewa County, Minnesota",299
27025,"Chisago County, Minnesota",465
27027,"Clay County, Minnesota",1145
27029,"Clearwater County, Minnesota",45
27031,"Cook County, Minnesota",176
27033,"Cottonwood County, Minnesota",240
27035,"Crow Wing County, Minnesota",465
27037,"Dakota County, Minnesota",16538
27039,"Dodge County, Minnesota",285
27041,"Douglas County, Minnesota",157
27043,"Faribault County, Minnesota",154
27045,"Fillmore County, Minnesota",167
27047,"Freeborn County, Minnesota",777
27049,"Goodhue County, Minnesota",840
27051,"Grant County, Minnesota",28
27053,"Hennepin County, Minnesota",84479
27055,"Houston County, Minnesota",55
27057,"Hubbard County, Minnesota",110
27059,"Isanti County, Minnesota",200
27061,"Itasca County, Minnesota",127
27063,"Jackson County, Minnesota",139
27065,"Kanabec County, Minnesota",88
27067,"Kandiyohi County, Minnesota",1675
27069,"Kittson County, Minnesota",18
27071,"Koochiching County, Minnesota",308
27073,"Lac qui Parle County, Minnesota",68
27075,"Lake County, Minnesota",125
27077,"Lake of the Woods County, Minnesota",50
27079,"Le Sueur County, Minnesota",532
27081,"Lincoln County, Minnesota",15
27083,"Lyon County, Minnesota",1033
27085,"McLeod County, Minnesota",746
27087,"Mahnomen County, Minnesota",14
27089,"Marshall County, Minnesota",93
27091,"Martin County, Minnesota",320
27093,"Meeker County, Minnesota",394
27095,"Mille Lacs County, Minnesota",114
27097,"Morrison County, Minnesota",171
27099,"Mower County, Minnesota",1836
27101,"Murray County, Minnesota",152
27103,"Nicollet County, Minnesota",725
27105,"Nobles County, Minnesota",3045
27107,"Norman County, Minnesota",62
27109,"Olmsted County, Minnesota",7845
27111,"Otter Tail County, Minnesota",973
27113,"Pennington County, Minnesota",162
27115,"Pine County, Minnesota",244
27117,"Pipestone County, Minnesota",206
27119,"Polk County, Minnesota",440
27121,"Pope County, Minnesota",25
27123,"Ramsey County, Minnesota",41181
27125,"Red Lake County, Minnesota",17
27127,"Redwood County, Minnesota",204
27129,"Renville County, Minnesota",265
27131,"Rice County, Minnesota",3353
27133,"Rock County, Minnesota",126
27135,"Roseau County, Minnesota",267
27137,"St. Louis County, Minnesota",1988
27139,"Scott County, Minnesota",5001
27141,"Sherburne County, Minnesota",1174
27143,"Sibley County, Minnesota",465
27145,"Stearns County, Minnesota",4753
27147,"Steele County, Minnesota",529
27149,"Stevens County, Minnesota",301
27151,"Swift County, Minnesota",98
27153,"Todd County, Minnesota",628
27155,"Traverse County, Minnesota",18
27157,"Wabasha County, Minnesota",164
27159,"Wadena County, Minnesota",56
27161,"Waseca County, Minnesota",532
27163,"Washington County, Minnesota",5811
27165,"Watonwan County, Minnesota",932
27167,"Wilkin County, Minnesota",4
27169,"Winona County, Minnesota",1085
27171,"Wright County, Minnesota",1472
27173,"Yellow Medicine County, Minnesota",88
28001,"Adams County, Mississippi",1852
28003,"Alcorn County, Mississippi",418
28005,"Amite County, Mississippi",25
28007,"Attala County, Mississippi",53
28009,"Benton County, Mississippi",53
28011,"Bolivar County, Mississippi",187
28013,"Calhoun County, Mississippi",379
28015,"Carroll County, Mississippi",33
28017,"Chickasaw County, Mississippi",328
28019,"Choctaw County, Mississippi",13
28021,"Claiborne County, Mississippi",61
28023,"Clarke County, Mississippi",19
28025,"Clay County, Mississippi",51
28027,"Coahoma County, Mississippi",68
28029,"Copiah County, Mississippi",281
28031,"Covington County, Mississippi",34
28033,"DeSoto County, Mississippi",3547
28035,"Forrest County, Mississippi",1777
28037,"Franklin County, Mississippi",0
28039,"George County, Mississippi",100
28041,"Greene County, Mississippi",52
28043,"Grenada County, Mississippi",22
28045,"Hancock County, Mississippi",444
28047,"Harrison County, Mississippi",5250
28049,"Hinds County, Mississippi",2893
28051,"Holmes County, Mississippi",35
28053,"Humphreys County, Mississippi",75
28055,"Issaquena County, Mississippi",0
28057,"Itawamba County, Mississippi",108
28059,"Jackson County, Mississippi",3028
28061,"Jasper County, Mississippi",24
28063,"Jefferson County, Mississippi",8
28065,"Jefferson Davis County, Mississippi",0
28067,"Jones County, Mississippi",1662
28069,"Kemper County, Mississippi",57
28071,"Lafayette County, Mississippi",1078
28073,"Lamar County, Mississippi",995
28075,"Lauderdale County, Mississippi",811
28077,"Lawrence County, Mississippi",1
28079,"Leake County, Mississippi",493
28081,"Lee County, Mississippi",1210
28083,"Leflore County, Mississippi",484
28085,"Lincoln County, Mississippi",98
28087,"Lowndes County, Mississippi",744
28089,"Madison County, Mississippi",2370
28091,"Marion County, Mississippi",135
28093,"Marshall County, Mississippi",254
28095,"Monroe County, Mississippi",85
28097,"Montgomery County, Mississippi",19
28099,"Neshoba County, Mississippi",160
28101,"Newton County, Mississippi",63
28103,"Noxubee County, Mississippi",211
28105,"Oktibbeha County, Mississippi",1763
28107,"Panola County, Mississippi",223
28109,"Pearl River County, Mississippi",426
28111,"Perry County, Mississippi",0
28113,"Pike County, Mississippi",240
28115,"Pontotoc County, Mississippi",697
28117,"Prentiss County, Mississippi",73
28119,"Quitman County, Mississippi",73
28121,"Rankin County, Mississippi",2248
28123,"Scott County, Mississippi",1703
28125,"Sharkey County, Mississippi",40
28127,"Simpson County, Mississippi",206
28129,"Smith County, Mississippi",12
28131,"Stone County, Mississippi",162
28133,"Sunflower County, Mississippi",36
28135,"Tallahatchie County, Mississippi",866
28137,"Tate County, Mississippi",270
28139,"Tippah County, Mississippi",464
28141,"Tishomingo County, Mississippi",280
28143,"Tunica County, Mississippi",163
28145,"Union County, Mississippi",815
28147,"Walthall County, Mississippi",129
28149,"Warren County, Mississippi",378
28151,"Washington County, Mississippi",264
28153,"Wayne County, Mississippi",63
28155,"Webster County, Mississippi",25
28157,"Wilkinson County, Mississippi",0
28159,"Winston County, Mississippi",47
28161,"Yalobusha County, Mississippi",11
28163,"Yazoo County, Mississippi",1225
29001,"Adair County, Missouri",445
29003,"Andrew County, Missouri",33
29005,"Atchison County, Missouri",44
29007,"Audrain County, Missouri",183
29009,"Barry County, Missouri",1457
29011,"Barton County, Missouri",153
29013,"Bates County, Missouri",84
29015,"Benton County, Missouri",50
29017,"Bollinger County, Missouri",25
29019,"Boone County, Missouri",6660
29021,"Buchanan County, Missouri",2422
29023,"Butler County, Missouri",315
29025,"Caldwell County, Missouri",66
29027,"Callaway County, Missouri",460
29029,"Camden County, Missouri",728
29031,"Cape Girardeau County, Missouri",1278
29033,"Carroll County, Missouri",27
29035,"Carter County, Missouri",0
29037,"Cass County, Missouri",1273
29039,"Cedar County, Missouri",11
29041,"Chariton County, Missouri",8
29043,"Christian County, Missouri",833
29045,"Clark County, Missouri",1
29047,"Clay County, Missouri",4599
29049,"Clinton County, Missouri",122
29051,"Cole County, Missouri",1108
29053,"Cooper County, Missouri",78
29055,"Crawford County, Missouri",138
29057,"Dade County, Missouri",15
29059,"Dallas County, Missouri",0
29061,"Daviess County, Missouri",25
29063,"DeKalb County, Missouri",59
29065,"Dent County, Missouri",115
29067,"Douglas County, Missouri",42
29069,"Dunklin County, Missouri",689
29071,"Franklin County, Missouri",768
29073,"Gasconade County, Missouri",50
29075,"Gentry County, Missouri",44
29077,"Greene County, Missouri",5411
29079,"Grundy County, Missouri",37
29081,"Harrison County, Missouri",128
29083,"Henry County, Missouri",112
29085,"Hickory County, Missouri",28
29087,"Holt County, Missouri",5
29089,"Howard County, Missouri",39
29091,"Howell County, Missouri",420
29093,"Iron County, Missouri",36
29095,"Jackson County, Missouri",23120
29097,"Jasper County, Missouri",3415
29099,"Jefferson County, Missouri",1815
29101,"Johnson County, Missouri",782
29103,"Knox County, Missouri",16
29105,"Laclede County, Missouri",55
29107,"Lafayette County, Missouri",227
29109,"Lawrence County, Missouri",568
29111,"Lewis County, Missouri",134
29113,"Lincoln County, Missouri",521
29115,"Linn County, Missouri",31
29117,"Livingston County, Missouri",47
29119,"McDonald County, Missouri",1490
29121,"Macon County, Missouri",44
29123,"Madison County, Missouri",65
29125,"Maries County, Missouri",68
29127,"Marion County, Missouri",168
29129,"Mercer County, Missouri",23
29131,"Miller County, Missouri",71
29133,"Mississippi County, Missouri",61
29135,"Moniteau County, Missouri",317
29137,"Monroe County, Missouri",20
29139,"Montgomery County, Missouri",62
29141,"Morgan County, Missouri",120
29143,"New Madrid County, Missouri",108
29145,"Newton County, Missouri",1121
29147,"Nodaway County, Missouri",303
29149,"Oregon County, Missouri",46
29151,"Osage County, Missouri",12
29153,"Ozark County, Missouri",13
29155,"Pemiscot County, Missouri",78
29157,"Perry County, Missouri",108
29159,"Pettis County, Missouri",2077
29161,"Phelps County, Missouri",1684
29163,"Pike County, Missouri",176
29165,"Platte County, Missouri",3040
29167,"Polk County, Missouri",56
29169,"Pulaski County, Missouri",1496
29171,"Putnam County, Missouri",24
29173,"Ralls County, Missouri",32
29175,"Randolph County, Missouri",116
29177,"Ray County, Missouri",42
29179,"Reynolds County, Missouri",2
29181,"Ripley County, Missouri",10
29183,"St. Charles County, Missouri",7837
29185,"St. Clair County, Missouri",58
